WordId,TestId,PartOfSpeech,Description,Example,Source
732,0,adjective,deserving of esteem and respect.,"After serving thirty years, in which he selflessly served the community, Judge Harper was one of the more estimable people in town.",Magoosh
733,0,adjective,characterized by lightness and insubstantiality.,"Because she dances with an ethereal style, ballet critics have called her Madame Butterfly.",Magoosh
734,0,adjective,tending to vanish like vapor.,The storm flashed into existence above us and lasted only a short time--an evanescent turbulence of wind and cloud.,Magoosh
735,0,verb,to criticize very harshly.,"Entrusted with the prototype to his company's latest smartphone, Larry, during a late night karaoke bout, let the prototype slip into the hands of a rival company--the next day Larry was excoriated, and then fired.",Magoosh
736,0,verb,to curse and hiss at.,"Though the new sitcom did decently in the ratings, Nelson railed against the show, saying that it was nothing more than an execrable pastiche of tired clich̩'s and canned laughter.",Magoosh
737,0,noun,"critical explanation or analysis, especially of a text.",The Bible is fertile ground for exegesis--over the past five centuries there have been as many interpretations as there are pages in the Old Testament.,Magoosh
738,0,noun,something to be imitated.,"Lena's homework is on the wall because it is an exemplar of clean, neat, and thoughtful work.",Magoosh
739,0,noun,the quality of being meager.,"After two months at sea, the exiguity of the ship's supplies forced them to search for fresh water and food.",Magoosh
740,0,adjective,greatly exceeding bounds of reason or moderation.,"Shelley made one exorbitant purchase after another, buying new clothes and taking vacations even though she earned a limited salary.",Magoosh
741,0,adjective,"communicative, and prone to talking in a sociable manner.","After a few sips of cognac, the octogenarian shed his irascible demeanor and became expansive, speaking fondly of the ""good old days"". This word has other definitions but this is the most important one for the GRE.",Magoosh
742,0,verb,to eliminate completely.,"When I turned 18, all of the shoplifting and jaywalking charges were expunged from my criminal record.",Magoosh
743,0,verb,to remove objectionable material.,"The censor expurgated every reference to sex and drugs, converting the rapper's raunchy flow into a series of bleeps.",Magoosh
744,0,verb,draw from specific cases for more general cases.,"By extrapolating from the data on the past three months, we can predict a 5% increase in traffic to our website.",Magoosh
745,0,adjective,arrived at without due care or effort; lacking depth.,"Many news shows provide facile explanations to complex politics, so I prefer to read the in-depth reporting of The New York Times.",Magoosh
746,0,adjective,"produced by, or characterized by internal dissension.","The controversial bill proved factious, as dissension even within parties resulted.",Magoosh
747,0,adjective,artificial; not natural.,The defendant's story was largely factitious and did not accord with eyewitness testimonies.,Magoosh
748,0,adjective,lazy and irresponsible.,"Two years after graduation, Charlie still lived with his parents and had no job, becoming more feckless with each passing day.",Magoosh
749,0,adjective,intellectually productive.,"The artist had entered a fecund period, producing three masterpieces in the span of two months.",Magoosh
750,0,adjective,terribly evil.,"For fans of the Harry Potter series, the fell Lord Voldemort, who terrorized poor Harry for seven lengthy installments, has finally been vanquished by the forces of good--unless, that is, JK Rowling decides to come out of retirement. This word has other definitions but this is the most important one for the GRE.",Magoosh
751,0,noun,someone who deliberately creates trouble.,"Freddie is a firebrand: every time he walks into the office, he winds up at the center of heated argument.",Magoosh
752,0,verb,"droop, sink, or settle from or as if from pressure or loss of tautness; become less intense After the three crushing defeats in the last three games, the team's enthusiasm began to flag.",This word has other definitions but this is the most important one for the GRE.,Magoosh
753,0,adjective,showing inappropriate levity.,"Although Sam was trying to honor Mark's sense of humor, many found it quite flippant that he wore a comic nose and glasses mask to Mark's funeral.",Magoosh
754,0,verb,be a mystery or bewildering to.,Mary's behavoir completely flummoxes me: I never have any idea what her motivations might be.,Magoosh
755,0,adjective,irritable and is likely to cause disruption.,"We rarely invite my fractious Uncle over for dinner; he always complains about the food, and usually launches into a tirade on some touchy subject.",Magoosh
756,0,noun,a socially awkward or tactless act.,"In a famous gaffe, Vice President Quayle attempted to correct the spelling of a grade school student, only to find that the child was correct.",Magoosh
757,0,noun,"a manuveur or risk in a game or conversation, designed to secure an advantage.","Randy played a gambit, telling his boss that he would leave at the end of the week if he didn't get a raise.",Magoosh
758,0,noun,"corruption, usually through bribery.","In countries with rampant graft, getting a driver's license can require no more than paying an official. This word has other definitions but this is the most important one for the GRE.",Magoosh
759,0,adjective,puffed up with vanity.,"The dictator was known for his grandiloquent speeches, puffing his chest out and using big, important- sounding words.",Magoosh
760,0,noun,resourcefulness and determination.,"Wallace Stegner lamented the lack of gumption in the U.S. during the sixties, claiming that no young person knew the value of work.",Magoosh
761,0,adjective,excessively flattering toward someone's life or work.,"Most accounts of Tiger Woods life were hagiographic, until, that is, his affairs made headlines.",Magoosh
762,0,verb,enthusiastically acclaim or celebrate something.,"Many college superstar athletes are hailed as the next big thing, but then flop at the professional level. This word has other definitions but this is the most important one for the GRE.",Magoosh
763,0,adjective,idyllically calm and peaceful; suggesting happy tranquillity; marked by peace and prosperity.,The first decade after WWI was a halcyon period in America with new-found wealth and rapidly improving technology.,Magoosh
764,0,noun,overbearing pride evidenced by a superior manner toward inferiors.,"As soon as she won the lottery, Alice begin displaying a hauteur to her friends, calling them dirty-clothed peasants behind their backs.",Magoosh
765,0,verb,to bully or intimidate.,"The boss's hectoring manner put off many employees, some of whom quit as soon as they found new jobs.",Magoosh
766,0,verb,to limit or qualify a statement; to avoid making a direct statement.,"When asked why he had decided to buy millions of shares at the very moment the tech companies stock soared, the CEO hedged, mentioning something vague about gut instinct. This word has other definitions but this is the most important one for the GRE.",Magoosh
767,0,adjective,to be overly theatrical.,"Though she received a B- on the test, she had such a histrionic outburst that one would have thought that she'd been handed a death sentence.",Magoosh
768,0,adjective,ancient.,"Most workout gurus are young, fit people, whereas most yoga gurus are hoary men with long white beards.",Magoosh
769,0,verb,to hold back the progress of something.,"Bad weather has hobbled rescue efforts, making it difficult for crews to find bodies in the wreckage.",Magoosh
770,0,verb,to deceive or trick someone.,"Someone tried to hoodwink Marty with an email telling him that his uncle had just passed away, and to collect the inheritance he should send his credit card information.",Magoosh
771,0,noun,overbearing pride or presumption.,"Bill Clinton was criticized for his hubris, since he believed he could get away with anything once in the White House.",Magoosh
772,0,verb,to drink or absorb as if drinking.,"Plato imbibed Socrates' teachings to such an extent that he was able to write volumes of work that he directly attributed, sometimes word for word, to Socrates.",Magoosh
773,0,noun,a confusing and potentially embarrassing situation.,"The chef cook-off featured one gourmand who had the unfortunate distinction of mixing the wrong broths, creating an imbroglio that diners would not soon forget.",Magoosh
774,0,verb,"to enclose, usually in walls.","The modern supermarket experience makes many feel claustrophobic, as they are immured in walls upon walls of products.",Magoosh
775,0,adjective,lacking money; poor.,"In extremely trying times, even the moderately wealthy, after a few turns of ill-fortune, can become impecunious.",Magoosh
776,0,adjective,having or showing arrogant superiority to and disdain of those one views as unworthy.,Children are imperious with each other before they learn that earning someone's respect is better than demanding.,Magoosh
777,0,verb,beg persistently and urgently.,"After weeks of importuning the star to meet for a five-minute interview, the journalist finally got what she wanted.",Magoosh
778,0,adjective,not given careful consideration.,"Marty was improvident, never putting money aside for the future but spending it on decorating the interior of his home.",Magoosh
779,0,verb,attack as false or wrong.,"Though many initially tried to impugn Darwin's theory, in scientific circles today, the is idea taken as truth.",Magoosh
780,0,verb,attribute (responsibility or fault) to something.,He imputed his subpar performance on the test to a combination of stress and poor sleep.,Magoosh
781,0,noun,total lack of meaning or ideas.,"Bill's poem was nothing more than a list of impressive sounding words, so there was no point in trying to take meaning from the inanity.",Magoosh
782,0,adjective,only partly in existence; imperfectly formed.,Inchoate ideas about the relation of humans to other animals had been discussed since the Middle Ages but the modern theory really began with Darwin.,Magoosh
783,0,adjective,necessarily or demonstrably true; impossible to deny or disprove.,"Unless you can provide incontrovertible evidence, I will remain skeptical.",Magoosh
784,0,adjective,poor; having very little.,"In the so-called Third World, many are indigent and only a privileged few have the resources to enjoy material luxuries.",Magoosh
784,0,noun,a poor or needy person.,"The indigents, huddled under the overpass, tried to start a small bonfire in the hope of staying warm.",Magoosh
785,0,adjective,too sacred to be uttered; defying expression or description.,"While art critics can occasionally pinpoint a work's greatness, much of why a piece captures our imaginations is completely ineffable.",Magoosh
786,0,adjective,impossible to avoid or evade:.,"For those who smoke cigarettes for years, a major health crisis brought on by smoking is ineluctable.",Magoosh
787,0,noun,injustice by virtue of not conforming with rules or standards.,"After decades of racial inequity, the ""separate but equal"" doctrine was successfully overturned.",Magoosh
788,0,adjective,inappropriate.,"During the executive meeting, the marketing director continued to make infelicitous comments about the CEO's gambling habit.",Magoosh
789,0,adjective,defying imitation; matchless.,"Mozart's music follows a clear pattern that, anyone could imitate, but his music gives an overall sense of effortlessness that is inimitable.",Magoosh
790,0,noun,lack of concern.,"Surprisingly, Hank had become a high-powered CEO; his high school friends remembered him as ""Hanky Panky"", who shrugged off each failed class with insouciance.",Magoosh
791,0,adjective,"intolerable, difficult to endure.","Chester always tried to find some area in which he excelled above others; unsurprisingly, his co-workers found him insufferable and chose to exclude him from daily luncheons out.",Magoosh
792,0,adjective,(of conflict) within a group or organization.,"The guerilla group, which had become so powerful as to own the state police, was finally destroyed by an internecine conflict.",Magoosh
793,0,noun,an indirect suggestion.,"At first the hostess tried intimation, praising the benefits of cutlery; when Cecil continued eating with his hands, the hostess told him to use a fork at dinner.",Magoosh
794,0,verb,to make accustomed to something unpleasant.,Three years of Manhattan living has inured her to the sound of wailing sirens; she could probably sleep through the apocalypse.,Magoosh
795,0,noun,abusive or denunciatory language.,The Internet has unleashed the invectives in many of us; many people post stinging criticism on the comments section underneath newspaper articles or YouTube videos.,Magoosh
796,0,adjective,likely to cause resentment.,"At a time when many others in the office were about to be laid off, many considered Cheryl's fine clothes that day an invidious display. This word has other definitions but this is the most important one for the GRE.",Magoosh
797,0,adjective,"never to be broken, infringed, or dishonored.",Too many the grass at Wimbledon is inviolable and only greater tennis players are able to enjoy a game there.,Magoosh
798,0,adjective,must be kept sacred.,"While the literary critic subjected most of the classics to the harshest reviews, he regarded Cervantes as inviolate, and had nothing but praise for him.",Magoosh
799,0,adjective,impossible to deny or disprove.,The existence of life on earth is irrefutable; the existence of intelligent life on earth is still hotly debated.,Magoosh
800,0,adjective,to be biased against due to envy or prejudice.,"Shelly was jaundiced towards Olivia; though the two had once been best friends, Olivia had become class president, prom queen, and, to make matters worse, the girlfriend of the one boy Shelly liked.",Magoosh
801,0,adjective,dull; lacking flavor.,"Although many top chefs have secured culinary foam's popularity in haute cuisine, Waters criticizes it for being jejune and unfilling.",Magoosh
801,0,adjective,immature; childish.,Her boss further cemented his reuptation for being jejune after throwing a fit when the water cooler wasn't refilled.,Magoosh
802,0,noun,a person who thinks that their country should be at war.,"In the days leading up to war, a nation typically breaks up into the two opposing camps: doves, who do their best to avoid war, and jingoists, who are only too eager to wave national flags from their vehicles and vehemently denounce those who do not do th.",Magoosh
803,0,noun,a force that cannot be stopped.,"Napoleon was considered a juggernaut until he decided to invade Russia in winter; after which, his once indomitable army was decimated by cold and famine.",Magoosh
804,0,verb,to bow or act in a subservient manner.,Paul kowtowed to his boss so often the boss herself became nauseated by his sycophancy.,Magoosh
805,0,verb,deeply hurt the feelings of; distress.,The teacher was fired for lacerating a student who wrote a poor essay. This word has other definitions but this is the most important one for the GRE.,Magoosh
806,0,adjective,showing sorrow.,"Lachrymose and depressed, Alexei Alexandrovich walked two miles home in the rain after learning that his wife was having an affair.",Magoosh
807,0,verb,ridicule with satire.,Mark Twain understood that lampooning a bad idea with humor was the most effective criticism.,Magoosh
808,0,verb,become feeble.,"Stranded in the wilderness for four days, the hiker languished, eating protein bars and nuts.",Magoosh
809,0,adjective,lecherous; sexually perverted.,"Lolita is a challenging novel for many, not necessarily because of the elevated prose style but because of the depravity of the main character, Humbert Humbert, who, as an old, lascivious man, falls in love with a girl.",Magoosh
810,0,adjective,clarity in terms of expression.,Her limpid prose made even the most recondite subjects accessible to all.,Magoosh
811,0,noun,any long and tedious account of something.,"Mr. Rogers spoke to a Senate committee and did not give a litany of reasons to keep funding the program, but instead, appealed to the basic human decency of all present.",Magoosh
812,0,adjective,excessively mournful.,"At the funeral, lugubrious songs filled the small church.",Magoosh
813,0,adjective,offensively self-assured or given to exercising unwarranted power.,"Though she was only a third grade teacher, Ms. Martinet was magisterial in dealing with her class, lording over them like a queen. This word has other definitions but this is the most important one for the GRE.",Magoosh
814,0,noun,the confusion of a word with another word that sounds similar.,"Whenever I looked glum, my mother would offer to share ""an amusing antidote"" with me--an endearing malapropism of ""anecdote"" that never failed to cheer me up.",Magoosh
815,0,adjective,misconduct or wrongdoing (especially by a public official).,"Not even the mayor's trademark pearly-toothed grin could save him from charges of malfeasance: while in power, he'd been running an illegal gambling rink in the room behind his office.",Magoosh
816,0,noun,someone shirking their duty by pretending to be sick or incapacitated.,"At one time, our country was full of hardworking respectful people, but now it seems that everyone is a malingerer with little inclination to work.",Magoosh
817,0,noun,a strict disciplinarian.,"The job seemed perfect to Rebecca, until she found out that her boss was a total martinet; after each project the boss would come by to scrutinize--and inevitably criticize--every little detail of the work Rebecca had done.",Magoosh
818,0,adjective,overly emotional and sad.,"Just as those who were alive during the 70's are mortified that they once cavorted about in bellbottoms, many who lived during the 80's are now aghast at the maudlin pop songs they used to enjoy--really, just what exactly is a total eclipse of the heart?.",Magoosh
819,0,verb,wander aimlessly.,Max liked to maunder down by the seaside and pick up whatever sea shells he would stumble upon.,Magoosh
819,0,verb,speak (about unimportant matters) rapidly and incessantly.,"After drinking two expressos each, the animated couple would maunder loudly, annoying the other patrons in the coffee shop.",Magoosh
820,0,adjective,smooth and sweet-sounding.,"Chelsea's grandmother thought Franz Schubert's music to be the most mellifluous ever written; Chelsea demurred, and to her grandmother's chagrin, would blast Rihanna on the home stereo speakers.",Magoosh
821,0,noun,a pauper who lives by begging.,"Tolstoy was an aristocrat, but he strove to understand the Christianity of the Russian peasants by wandering among them as a mendicant.",Magoosh
822,0,adjective,like a meteor in speed or brilliance or transience.,"The early spectacular successes propelled the pitcher to meteoric stardom, but a terribly injury tragically cut short his career.",Magoosh
823,0,adjective,filled with courage or valor.,"For its raid on the Bin Laden's compound in Abbottabad, Seal Team Six has become, for many Americans, the embodiment of mettle.",Magoosh
824,0,verb,To erroneously attribute; to falsely ascribe; used especially of authorship.,"I made a mistake; I misattributed ""Crime and Punishment"" to Leo Tolstoy when it was actually written by Fyodor Dostoyevsky.",Magoosh
825,0,noun,a small or moderate or token amount.,"If my sister had even a modicum of sense, she wouldn't be engaged to that barbarian.",Magoosh
826,0,adjective,"biting and caustic in thought, manner, or style.","While Phil frequently made mordant remarks about company policy overall, he always was considerably gentler in discussing any person in particular.",Magoosh
827,0,verb,to defraud or swindle.,"The so-called magical diet cure simply ended up mulcting Maria out of hundreds of dollars, but did nothing for her weight.",Magoosh
828,0,noun,the lowest point.,"For many pop music fans, the rap and alternative-rock dominated 90s were the nadir of musical expression.",Magoosh
829,0,adjective,causing irritation or annoyance.,"Maria found her coworkers cell phone nettlesome, because every few minutes it would buzz to life with another text message.",Magoosh
830,0,adjective,having an extremely bad smell.,"Each August, when the winds moved in a south easterly direction, the garbage dump would spread noisome vapors through the small town.",Magoosh
831,0,adjective,coming across as cooly uninterested.,"The twenty-somethings at the coffee shop always irked Sheldon, especially the way in which they acted nonchalantly towards everything, not even caring when Sheldon once spilled his mocha on them.",Magoosh
832,0,verb,express strong disapproval of.,The manager spent an hour objurgating the employee in the hopes that he would not make these mistakes again.,Magoosh
833,0,adjective,not straightforward; indirect.,"Herbert never explicitly revealed anything negative about Tom's past, but at times he would obliquely suggest that Tom was not as innocent as he seemed. This word has other definitions but this is the most important one for the GRE.",Magoosh
834,0,adjective,noisily and stubbornly defiant; willfully difficult to control.,"When the teacher asked the obstreperous student simply to bus his tray, the student threw the entire tray on the floor, shouted an epithet, and walked out.",Magoosh
835,0,adjective,"be valid, applicable, or true.","The custom of waiting your turn in line does not obtain in some countries, in which many people try to rush to front of the line at the same time. This word has other definitions but this is the most important one for the GRE.",Magoosh
836,0,adjective,slow to learn or understand; lacking intellectual acuity; lacking in insight or discernment.,Jackson was the most obtuse member of the team: the manager's subtle ironies were always lost on him.,Magoosh
837,0,adjective,intrusive in a meddling or offensive manner.,"The professor had trouble concentrating on her new theorem, because her officious secretary would barge in frequently reminding her of some trivial detail involving departmental paperwork.",Magoosh
838,0,verb,make rigid and set into a conventional pattern.,"Even as a young man, Bob had some bias against poor people, but during his years in social services, his bad opinions ossified into unshiftable views. This word has other definitions but this is the most important one for the GRE.",Magoosh
839,0,adjective,arrogant; presumptuous.,Mark was so convinced of his basketball skills that in his overweening pride he could not fathom that his name was not on the varsity list; he walked up to the basketball coach and told her she had forgotten to add his name.,Magoosh
840,0,adjective,acceptable to the taste or mind.,"MIkey didn't partake much in his friends' conversations, but found their presence palatable. This word has other definitions but this is the most important one for the GRE.",Magoosh
841,0,verb,speak (about unimportant matters) rapidly and incessantly.,"During the rain delay, many who had come to see the game palavered, probably hoping that idle chatter would make the time go by faster. This word has other definitions but this is the most important one for the GRE.",Magoosh
842,0,noun,something that has been changed numerous times but on which traces of former iterations can still be seen.,"The downtown was a palimpsest of the city's checkered past: a new Starbucks had opened up next to an abandoned, shuttered building, and a freshly asphalted road was inches away from a pothole large enough to swallow a small dog.",Magoosh
843,0,noun,hypothetical remedy for all ills or diseases; a universal solution.,"While the company credit card has made most large purchases easier, it is no panacea: some smaller basic transactions still must be conducted in cash.",Magoosh
844,0,noun,a formal expression of praise.,"Dave asked Andrew to do just a simple toast, but Andrew launched into a full panegyric, enumerating a complete list of Dave's achievements and admirable qualities.",Magoosh
845,0,noun,model of excellence or perfection of a kind; one having no equal.,"Even with the rise of Kobe Bryant, many still believe that Michael Jordon is the paragon for basketball players.",Magoosh
845,0,noun,an ideal instance; a perfect embodiment of a concept.,"Some say that Athens was the paragon of democracy, but these people often forget that slaves and women were still not allowed to vote.",Magoosh
846,0,noun,an outcast.,"The once eminent scientist, upon being found guilty of faking his data, has become a pariah in the research community.",Magoosh
847,0,noun,"a person who has suddenly become wealthy, but not socially accepted as part of a higher class.",The theater was full of parvenus who each thought that they were surrounded by true aristocrats.,Magoosh
848,0,adjective,glaringly obvious.,"Since the book had been through no fewer than six proof runs, the staff was shocked to see such a patent spelling mistake remaining, right in the middle of the front cover!.",Magoosh
849,0,adjective,relating to or involving money.,The defendent was found guilty and had to serve a period of community service as well as pay pecuniary damages to the client.,Magoosh
850,0,adjective,transparently clear; easily understandable.,The professor had a remarkable ability make even the most difficult concepts seem pellucid.,Magoosh
851,0,adjective,lacking money; poor.,"Truly penurious, Mary had nothing more than a jar full of pennies.",Magoosh
851,0,adjective,miserly.,"Warren Buffett, famous multi-billionaire, still drives a cheap sedan, not because he is penurious, but because luxury cars are gaudy and impractical.",Magoosh
852,0,adjective,highly perceptive.,Even the most percipient editor will make an occasional error when proofreading.,Magoosh
853,0,adjective,bossy and domineering.,"My sister used to peremptorily tell me to do the dishes, a chore I would either do perfunctorily or avoid doing altogether.",Magoosh
854,0,adjective,done routinely and with little interest or care.,"The short film examines modern perfunctory cleaning rituals such as washing dishes, doing laundry and tooth-brushing.",Magoosh
855,0,adjective,traveling by foot.,Jim always preferred a peripatetic approach to discovering a city: he felt that he could see so many more details while walking.,Magoosh
856,0,adjective,acutely insightful and wise.,"Many modern observers regard Eisenhower as perspicacious, particularly in his accurate prediction of the growth of the military.",Magoosh
857,0,adjective,illusive; unreal.,"Those suffering from malaria fall into a feverish sleep, their world a whirligig of phantasmagoria; if they recover, they are unsure of what actually took place and what was simply a product of their febrile imaginations.",Magoosh
858,0,adjective,smug and ignorant towards artistic and cultural values.,"Jane considered Al completely philistine, because he talked almost exclusive about video games; she was entirely unaware of how well read he really was. This word has other definitions but this is the most important one for the GRE.",Magoosh
859,0,adjective,showing little emotion.,"Arnold is truly noble, remaining reserved until an issue of significance arises, but Walter is simply phlegmatic: he doesn't have the energy or inclination to care about anything.",Magoosh
860,0,adjective,trifling or petty (a person).,"English teachers are notorious for being picayune; however, the English language is so nuanced and sophisticated that often such teachers are not being contrary but are only adhering to the rules.",Magoosh
861,0,verb,ridicule or expose to public scorn.,"After the candidate confessed, the press of the opposing party took the opportunity to pillory him, printing editorials with the most blatantly exaggerated accusations. This word has other definitions but this is the most important one for the GRE.",Magoosh
862,0,noun,the most essential part of something.,"When Cynthia hears a speaker presenting a complex argument, she is always able to discard the irrelevant details and extract the pith of what the speaker is trying to convey. This word has other definitions but this is the most important one for the GRE.",Magoosh
863,0,adjective,marked by courage and determination.,"Some scouts initially doubted Pedroia because of his short stature, but he is a plucky player, surprising everyone with his boundless energy and fierce determination.",Magoosh
864,0,adjective,extremely optimistic.,"Even in the midst of a lousy sales quarter, Debbie remained Pollyannaish, never losing her shrill voice and wide smile, even when prospective customers hung up on her.",Magoosh
865,0,adjective,weighed-down; moving slowly.,"Laden with 20 kilograms of college text books, the freshman moved ponderously across the campus.",Magoosh
866,0,verb,talk in a dogmatic and pompous manner.,"The vice-president would often pontificate about economic theory, as if no one else in the room were qualified to speak on the topic. This word has other definitions but this is the most important one for the GRE.",Magoosh
867,0,adjective,ominously prophetic.,"When the captain and more than half the officers were sick on the very first night of the voyage, many of the passengers felt this was portentous, but the rest of the voyage continued without any problems.",Magoosh
868,0,adjective,hasty or rash.,"Instead of conducting a thorough investigation after the city hall break-in, the governor acted precipitately, accusing his staff of aiding and abetting the criminals.",Magoosh
868,0,verb,to cause to happen.,The government's mishandling the hurricane's aftermath precipitated a widespread outbreak of looting and other criminal activity.,Magoosh
869,0,noun,a feeling of evil to come.,"On the night that Lincoln would be fatally shot, his wife had a presentiment about going to Ford's Theater, but Lincoln persuaded her that everything would be fine.",Magoosh
870,0,noun,the state of being first in importance.,"The primacy of Apple Computers is not guaranteed, as seen in the recent lawsuits and weak growth.",Magoosh
871,0,noun,"integrity, strong moral principles.","The ideal politician would have the probity to lead, but reality gravely falls short of the ideal of morally upright leaders.",Magoosh
872,0,noun,a statement made about the future.,"When the Senator was asked about where the negotiations would lead, he said that any guess he could make would be an unreliable prognostication.",Magoosh
873,0,noun,boring verbosity.,"I loved my grandfather dearly, but his prolixity would put me to sleep, regardless of the topic.",Magoosh
874,0,verb,state or announce.,"The President wanted to promulgate the success of the treaty negotiations, but he had to wait until Congress formally approved the agreement.",Magoosh
875,0,verb,to placate or appease.,"The two sons, plying their angry father with cheesy neckties for Christmas, were hardly able to propitiate him -- the father already had a drawer full of ones he had never worn before or ever planned to.",Magoosh
876,0,adjective,dull and lacking imagination.,"Unlike the talented artists in his workshop, Paul had no such bent for the visual medium, so when it was time for him to make a stained glass painting, he ended up with a prosaic mosaic.",Magoosh
877,0,verb,command against.,My doctor proscribes that I not eat donuts with chocolate sauce and hamburger patties for breakfast.,Magoosh
878,0,verb,"convert to another religion, philosophy, or perspective.","Lisa loves her Mac but says little about it; by contrast, Jake will proselytize, interrogating anyone with an Android about why she didn't purchase an iPhone.",Magoosh
879,0,adjective,readily taking on different roles; versatile.,"Peter Sellers was truly a protean actor--in Doctor Strangelove he played three very different roles: a jingoist general, a sedate President and a deranged scientist.",Magoosh
880,0,adjective,careful in regard to your own interests; providing carefully for the future.,"In a move that hardly could be described as provident, Bert spend his entire savings on a luxurious cruise, knowing that other bills would come due a couple months later.",Magoosh
881,0,adjective,of or characteristic of a child; displaying or suggesting a lack of maturity.,"Helen enjoyed blowing soap bubbles, but Jim regarded this as puerile, totally unworthy of a woman with a Ph.D.",Magoosh
882,0,adjective,powerful.,"Over the years of service, and quite to his surprise, he became a puissant advisor to the community.",Magoosh
883,0,adjective,marked by precise accordance with details.,The colonel was so punctilious about enforcing regulations that men fell compelled to polish even the soles of their shoes.,Magoosh
884,0,adjective,describing a victory that comes at such a great cost that the victory is not worthwhile George W.,Bush's win in the 2000 election was in many ways a pyrrhic victory: the circumstances of his win alienated half of the U.S. population.,Magoosh
885,0,verb,"draw back, as with fear or pain.","Craig always claimed to be a fearless outdoorsman, but when the thunderstorm engulfed the valley, he quailed at the thought of leaving the safety of his cabin. This word has other definitions but this is the most important one for the GRE.",Magoosh
886,0,noun,a traitor.,History looks unfavorably upon quislings; indeed they are accorded about the same fondness as Nero--he who watched his city burn down while playing the violin.,Magoosh
887,0,adjective,wildly idealistic; impractical.,"For every thousand startups with quixotic plans to be the next big name in e-commerce, only a handful ever become profitable.",Magoosh
888,0,noun,a person skilled in telling anecdotes.,"Jude is entertaining, but he is no raconteur: beyond the handful of amusing stories he has memorized, he has absolutely no spontaneous story-telling ability.",Magoosh
889,0,noun,light teasing.,"The new recruit was not bothered by the raillery, finding most of it light-hearted and good-natured.",Magoosh
890,0,noun,the reestablishing of cordial relations.,"Although Ann hoped that her mother and her aunt would have a rapprochement, each one's bitter accusations against the other made any reconciliation unlikely.",Magoosh
891,0,verb,make more subtle or refined.,Jack's vulgar jokes were not so successful in the rarefied enviroment of college professors. This word has other definitions but this is the most important one for the GRE.,Magoosh
892,0,noun,a summary (think of recap).,Every point of the professors lesson was so clear that the students felt his concluding recapitulation was not necessary.,Magoosh
893,0,noun,mutual accusations.,"The two brothers sat and cried, pointing fingers and making elaborate recriminations of the other's guilt.",Magoosh
894,0,verb,to break out or happen again.,"After years of gamblers anonymous, Tony thought he'd broken his compulsive slot machine playing, but it took only one trip to the Atlantic City for a full recrudescence--he lost $5k on the one armed bandit.",Magoosh
895,0,adjective,inspiring fear or awe.,"On television basketball players don't look that tall, but when you stand in front of a seven-foot tall NBA player, he is truly redoubtable.",Magoosh
896,0,verb,to make objections while pleading.,"The mothers of the kidnapped victims remonstrated to the rogue government to release their children, claiming that the detention violated human rights.",Magoosh
897,0,noun,a retaliatory action against an enemy in wartime.,"The Old Testament doctrine of an eye for an eye is not the kind of retaliation practiced in war; rather, an. arm, a leg, and both ears are the reprisal for the smallest scratch.",Magoosh
898,0,adjective,humorously vulgar.,"The speaker was famous for his ribald humor, but the high school principal asked him to keep the talk G- rated when he spoke to the student body.",Magoosh
899,0,noun,an angry dispute.,The Prime Minister looked very foolish after his row with the foreign dignitary was caught on video and posted on youtube. This word has other definitions but this is the most important one for the GRE.,Magoosh
900,0,adjective,having good judgement and acute insight.,"Steve Jobs is surely one of the most sagacious CEOs, making Apple the most recognizable and valuable companies in the world.",Magoosh
901,0,noun,calmness or poise in difficult situations.,"The hostage negotiator exhibited a sangfroid that oftentimes was more menacing than the sword at his throat, or the gun at his head.",Magoosh
902,0,adjective,disdainfully or ironically humorous; scornful and mocking.,A stand-up comedian walks a fine line when making jokes about members of the audience; such fun and joking can quickly become sardonic and cutting.,Magoosh
903,0,adjective,related to fashion or clothes.,"Monte was astute at navigating the world of finance; sartorially, however, he was found wanting--he typically would attempt to complement his beige tie with a gray suit and white pants.",Magoosh
904,0,adjective,morose or gloomy.,"Deprived of sunlight, humans become saturnine; that's why in very northerly territories people are encouraged to sit under an extremely powerful lamp, lest they become morose.",Magoosh
905,0,noun,joy from watching the suffering of others.,"From his warm apartment window, Stanley reveled in schadenfreude as he laughed at the figures below, huddled together in the arctic chill.",Magoosh
906,0,adjective,done diligently and carefully.,"An avid numismatist, Harold sedulously amassed a collection of coins from over 100 countries--an endeavor that took over fifteen years, and to five continents. self-",Magoosh
907,0,adjective,reluctant to draw attention to yourself.,"The most admirable teachers and respected leaders are those who are self-effacing, directing attention and praise to their students and workers.",Magoosh
908,0,noun,an outward or token appearance or form that is deliberately misleading.,"While the banker maintained a semblance of respectability in public, those who knew him well were familiar with his many crimes.",Magoosh
909,0,adjective,"to be moralizing, usually in a pompous sense.","The old man, casting his nose up in the air at the group of adolescents, intoned sententiously, ""Youth is wasted on the young."".",Magoosh
910,0,noun,a representation of a person (especially in the form of sculpture).,The Shanghai Urban Planning Exhibition Center showcases a simulacrum of all the present and approved buildings in the city of Shanghai.,Magoosh
910,0,noun,a bad imitation.,The early days of computer graphics made real people into a simalacrum that now seems comical.,Magoosh
911,0,noun,an office that involves minimal duties.,"The position of Research Director is a sinecure: the job entails almost no responsibilities, nor does the person in that position have to answer to anyone.",Magoosh
